Age;Gender;Location;Subscription Status;Frequency of Purchases;Item Purchased;Review Rating
57;Male;Missouri;Yes;Quarterly;['Handbag'];[4.8]
57;Male;Montana;No;Bi-Weekly;['Boots'];[3.0]
57;Male;Montana;No;Quarterly;['Backpack'];[3.0]
57;Male;Nebraska;Yes;Annually;['Hat'];[2.7]
57;Male;Nevada;No;Monthly;['Sandals'];[2.9]
57;Male;Nevada;Yes;Monthly;['Gloves'];[3.6]
57;Male;Nevada;Yes;Weekly;['Jewelry'];[4.2]
57;Male;New Hampshire;No;Annually;['Coat'];[2.6]
57;Male;New Hampshire;No;Quarterly;['Gloves', 'Coat'];[3.4, 4.8]
57;Male;New Jersey;No;Annually;['Sandals'];[5.0]
57;Male;New York;No;Annually;['Dress'];[4.4]
57;Male;New York;No;Every 3 Months;['Handbag'];[3.6]
57;Male;New York;No;Fortnightly;['Dress'];[4.5]
57;Male;New York;No;Monthly;['Scarf'];[3.5]
57;Male;North Carolina;Yes;Monthly;['Jewelry'];[4.7]
57;Male;North Carolina;Yes;Quarterly;['Shorts'];[3.1]
57;Male;North Carolina;Yes;Weekly;['Sandals'];[4.5]
57;Male;Ohio;No;Annually;['Sweater'];[3.2]
57;Male;Oregon;No;Weekly;['Hat'];[3.8]
57;Male;Rhode Island;No;Bi-Weekly;['Shorts'];[2.6]
57;Male;Tennessee;No;Quarterly;['Shorts'];[2.6]
57;Male;Utah;Yes;Every 3 Months;['Handbag'];[3.9]
57;Male;Utah;Yes;Fortnightly;['Jewelry'];[4.8]
57;Male;Virginia;No;Fortnightly;['Belt', 'Sneakers'];[4.5, 4.4]
57;Male;West Virginia;No;Monthly;['Sandals'];[3.7]
57;Male;Wisconsin;No;Weekly;['Sunglasses'];[4.4]
57;Male;Wisconsin;Yes;Monthly;['Skirt', 'Pants'];[4.1, 4.1]
57;Male;Wyoming;No;Monthly;['Dress'];[4.7]
58;Female;Alabama;No;Every 3 Months;['Shoes'];[3.7]
58;Female;Alaska;No;Fortnightly;['Hat'];[3.3]
58;Female;Arizona;No;Bi-Weekly;['Shirt'];[3.2]
58;Female;Arkansas;No;Bi-Weekly;['T-shirt'];[4.1]
58;Female;California;No;Annually;['Sweater'];[4.9]
58;Female;California;No;Bi-Weekly;['Sweater'];[3.0]
58;Female;Colorado;No;Annually;['Shirt'];[2.9]
58;Female;Colorado;No;Every 3 Months;['Hat'];[4.1]
58;Female;Georgia;No;Every 3 Months;['T-shirt'];[3.8]
58;Female;Georgia;No;Weekly;['Sandals'];[4.0]
58;Female;Hawaii;No;Weekly;['Hat'];[4.6]
58;Female;Illinois;No;Weekly;['Sweater'];[3.6]
58;Female;Maryland;No;Fortnightly;['Jacket'];[3.1]
58;Female;Michigan;No;Every 3 Months;['Skirt'];[4.3]
58;Female;Minnesota;No;Annually;['Hat'];[3.5]
58;Female;Minnesota;No;Bi-Weekly;['Skirt'];[3.1]
58;Female;Nevada;No;Every 3 Months;['Belt'];[2.6]
58;Female;Nevada;No;Monthly;['Blouse'];[3.0]
58;Female;New York;No;Fortnightly;['Sunglasses'];[4.8]
58;Female;North Carolina;No;Weekly;['Sneakers'];[4.6]
58;Female;Oregon;No;Bi-Weekly;['Shirt'];[3.6]
58;Female;Pennsylvania;No;Bi-Weekly;['Sandals'];[2.6]
58;Female;South Carolina;No;Weekly;['Shoes'];[2.7]
58;Female;Texas;No;Quarterly;['Shoes'];[3.1]
58;Female;Virginia;No;Annually;['Coat'];[3.9]
58;Female;Wisconsin;No;Bi-Weekly;['Sunglasses'];[3.3]
58;Female;Wyoming;No;Quarterly;['Skirt'];[3.3]
58;Male;Alabama;No;Annually;['Shorts'];[4.5]
58;Male;Alabama;No;Bi-Weekly;['Coat'];[3.9]
58;Male;Alabama;Yes;Fortnightly;['T-shirt'];[2.6]
58;Male;Alaska;No;Fortnightly;['Backpack'];[3.4]
58;Male;California;No;Bi-Weekly;['Boots'];[2.7]
58;Male;California;Yes;Annually;['Sandals'];[3.7]
58;Male;California;Yes;Bi-Weekly;['Pants', 'Jacket'];[3.2, 2.5]
58;Male;Colorado;Yes;Weekly;['T-shirt'];[3.7]
58;Male;Connecticut;No;Annually;['Jewelry'];[3.1]
58;Male;Georgia;Yes;Annually;['Gloves'];[4.8]
58;Male;Hawaii;No;Annually;['Shoes'];[3.1]
58;Male;Hawaii;No;Weekly;['Hoodie'];[3.1]
58;Male;Idaho;No;Annually;['Sunglasses'];[4.2]
58;Male;Idaho;No;Monthly;['Sandals'];[4.2]
58;Male;Illinois;No;Monthly;['Pants'];[3.8]
58;Male;Illinois;Yes;Quarterly;['Backpack'];[4.5]
58;Male;Indiana;No;Annually;['Jeans'];[3.4]
58;Male;Kentucky;Yes;Annually;['Dress'];[4.9]
58;Male;Kentucky;Yes;Quarterly;['Coat'];[3.3]
58;Male;Louisiana;No;Every 3 Months;['Socks', 'Shoes'];[5.0, 2.9]
58;Male;Maine;No;Annually;['Jeans'];[4.0]
58;Male;Maine;No;Weekly;['Blouse'];[4.1]
58;Male;Maine;Yes;Weekly;['Sweater'];[4.6]
58;Male;Maryland;No;Monthly;['Socks'];[4.4]
58;Male;Nebraska;No;Bi-Weekly;['Jewelry'];[3.5]
58;Male;Nebraska;No;Every 3 Months;['Handbag'];[3.7]
58;Male;Nebraska;Yes;Monthly;['Jeans'];[4.8]
58;Male;Nevada;Yes;Weekly;['Skirt'];[4.6]
58;Male;New Hampshire;Yes;Every 3 Months;['Gloves'];[3.8]
58;Male;New Jersey;No;Bi-Weekly;['Blouse'];[4.3]
58;Male;New Mexico;No;Annually;['Scarf'];[4.4]
58;Male;New York;No;Every 3 Months;['Shorts'];[4.6]
58;Male;New York;No;Monthly;['Jeans'];[3.7]
58;Male;North Carolina;No;Every 3 Months;['Sunglasses'];[3.8]
58;Male;North Dakota;No;Fortnightly;['Boots'];[4.0]
58;Male;North Dakota;No;Quarterly;['Shoes'];[3.0]
58;Male;Ohio;Yes;Fortnightly;['Hoodie'];[2.6]
58;Male;Ohio;Yes;Weekly;['Skirt'];[3.6]
58;Male;Pennsylvania;No;Fortnightly;['Shirt'];[4.7]
58;Male;Pennsylvania;Yes;Weekly;['Jewelry'];[3.0]
58;Male;Rhode Island;No;Annually;['Handbag'];[3.9]
58;Male;South Carolina;No;Fortnightly;['Backpack'];[4.4]
58;Male;South Dakota;No;Monthly;['Gloves'];[2.9]
58;Male;South Dakota;Yes;Every 3 Months;['Jewelry'];[4.7]
58;Male;Tennessee;Yes;Annually;['Sneakers'];[4.2]
58;Male;Texas;No;Annually;['Dress'];[3.6]
58;Male;Vermont;No;Weekly;['Sunglasses'];[3.2]
58;Male;Washington;No;Monthly;['Coat'];[2.9]
58;Male;Washington;Yes;Weekly;['Sweater'];[3.8]
58;Male;West Virginia;No;Quarterly;['Jacket'];[3.7]
58;Male;West Virginia;Yes;Every 3 Months;['Sweater'];[4.3]
58;Male;Wisconsin;No;Quarterly;['T-shirt'];[4.9]
59;Female;Alabama;No;Bi-Weekly;['Blouse'];[3.2]
59;Female;Alabama;No;Fortnightly;['Coat'];[4.8]
59;Female;Illinois;No;Annually;['Socks'];[4.7]
59;Female;Louisiana;No;Bi-Weekly;['Sandals'];[4.8]
59;Female;Maine;No;Monthly;['Handbag'];[4.2]
59;Female;Michigan;No;Annually;['Blouse'];[3.2]
59;Female;Montana;No;Weekly;['Dress'];[3.3]
59;Female;Nevada;No;Annually;['Belt'];[3.3]
59;Female;New Jersey;No;Bi-Weekly;['Sunglasses'];[3.6]
59;Female;New York;No;Fortnightly;['Shorts'];[3.1]
59;Female;North Carolina;No;Every 3 Months;['Sneakers'];[3.9]
59;Female;Ohio;No;Annually;['Socks'];[3.3]
59;Female;Oklahoma;No;Bi-Weekly;['Blouse'];[2.6]
59;Female;Texas;No;Monthly;['Skirt'];[4.9]
59;Female;Texas;No;Quarterly;['Coat'];[4.8]
59;Female;Virginia;No;Annually;['Blouse'];[4.0]
59;Female;Wyoming;No;Fortnightly;['Hat'];[3.0]
59;Male;Alabama;No;Bi-Weekly;['Jewelry'];[4.0]
59;Male;Alabama;No;Every 3 Months;['T-shirt'];[4.1]
59;Male;Alaska;Yes;Monthly;['Dress'];[4.7]
59;Male;Arizona;Yes;Weekly;['Belt'];[2.8]
59;Male;California;No;Every 3 Months;['Jewelry'];[2.7]
59;Male;Colorado;No;Fortnightly;['Hoodie'];[2.9]
59;Male;Delaware;Yes;Fortnightly;['Handbag'];[2.6]
59;Male;Florida;No;Bi-Weekly;['Shorts', 'Gloves'];[3.0, 4.6]
59;Male;Georgia;No;Quarterly;['Scarf'];[2.6]
59;Male;Hawaii;No;Monthly;['Jacket'];[2.8]
59;Male;Hawaii;No;Quarterly;['Jeans'];[4.7]
59;Male;Hawaii;No;Weekly;['Blouse'];[3.5]
59;Male;Idaho;Yes;Monthly;['Shirt'];[4.9]
59;Male;Idaho;Yes;Weekly;['Backpack'];[4.2]
59;Male;Illinois;No;Fortnightly;['Scarf', 'Sweater'];[2.6, 3.1]
59;Male;Illinois;Yes;Every 3 Months;['Jacket'];[3.3]
59;Male;Kansas;No;Bi-Weekly;['Blouse'];[3.3]
59;Male;Louisiana;No;Monthly;['T-shirt'];[4.1]
59;Male;Louisiana;No;Quarterly;['Pants'];[4.5]
59;Male;Louisiana;Yes;Annually;['Shirt'];[3.7]
59;Male;Maryland;Yes;Bi-Weekly;['Jewelry'];[3.0]
59;Male;Massachusetts;No;Bi-Weekly;['Gloves'];[2.9]
59;Male;Michigan;Yes;Annually;['Jeans'];[2.8]
59;Male;Missouri;No;Every 3 Months;['T-shirt'];[3.7]
59;Male;Missouri;Yes;Bi-Weekly;['Sandals'];[4.4]
59;Male;Missouri;Yes;Weekly;['Shirt'];[3.6]
59;Male;Montana;No;Every 3 Months;['Coat', 'Skirt'];[2.7, 3.6]
59;Male;Nebraska;No;Every 3 Months;['Sandals'];[4.0]
59;Male;Nebraska;No;Monthly;['Jeans'];[3.3]
59;Male;Nebraska;No;Quarterly;['Pants'];[3.3]
59;Male;Nebraska;Yes;Fortnightly;['Boots'];[4.5]
59;Male;New Hampshire;No;Fortnightly;['Gloves'];[4.6]
59;Male;New Mexico;No;Quarterly;['Coat'];[3.9]
59;Male;New York;No;Bi-Weekly;['Sweater'];[4.6]
59;Male;New York;No;Monthly;['Shirt'];[2.6]
59;Male;North Carolina;No;Weekly;['Skirt', 'Pants'];[2.5, 3.3]
59;Male;Ohio;No;Every 3 Months;['Boots'];[2.6]
59;Male;Oklahoma;Yes;Quarterly;['Sunglasses'];[4.4]
59;Male;Oregon;No;Annually;['Coat'];[3.5]
59;Male;Oregon;No;Bi-Weekly;['Coat'];[4.6]
59;Male;Oregon;Yes;Weekly;['Scarf'];[3.4]
59;Male;Pennsylvania;Yes;Annually;['Shirt'];[4.8]
59;Male;Rhode Island;No;Every 3 Months;['Dress'];[4.4]
59;Male;South Carolina;Yes;Bi-Weekly;['Belt'];[3.8]
59;Male;South Carolina;Yes;Fortnightly;['Pants'];[2.8]
59;Male;South Carolina;Yes;Monthly;['Scarf'];[3.2]
59;Male;South Dakota;No;Fortnightly;['Pants'];[3.2]
59;Male;Tennessee;No;Annually;['Hat'];[4.3]
59;Male;Texas;No;Monthly;['Coat', 'Pants'];[3.9, 3.5]
59;Male;Utah;No;Fortnightly;['Sneakers'];[2.9]
59;Male;Vermont;Yes;Quarterly;['Skirt'];[4.7]
59;Male;Washington;Yes;Quarterly;['Socks'];[3.3]
59;Male;Wyoming;No;Annually;['Coat'];[3.7]
60;Female;Arizona;No;Monthly;['Dress'];[3.1]
60;Female;California;No;Annually;['Jeans'];[4.0]
60;Female;Delaware;No;Fortnightly;['Sweater'];[3.2]
60;Female;Hawaii;No;Fortnightly;['Jewelry'];[3.6]
60;Female;Illinois;No;Annually;['Gloves'];[4.4]
60;Female;Illinois;No;Bi-Weekly;['Sweater'];[3.0]
60;Female;Illinois;No;Fortnightly;['Jacket'];[4.3]
60;Female;Kansas;No;Bi-Weekly;['Scarf'];[3.6]
60;Female;Louisiana;No;Fortnightly;['Sandals'];[2.9]
60;Female;Maryland;No;Every 3 Months;['Sandals'];[4.7]
60;Female;Nevada;No;Every 3 Months;['Backpack'];[2.8]
60;Female;Oklahoma;No;Monthly;['Jacket'];[2.6]
60;Female;Pennsylvania;No;Every 3 Months;['Shoes'];[3.2]
60;Female;South Carolina;No;Annually;['Hat'];[3.4]
60;Female;Washington;No;Monthly;['Socks'];[4.3]
60;Female;West Virginia;No;Quarterly;['Pants'];[2.8]
60;Female;Wisconsin;No;Annually;['Shoes'];[2.6]
60;Female;Wisconsin;No;Every 3 Months;['Sunglasses'];[4.7]
60;Male;Alabama;No;Bi-Weekly;['Jewelry'];[4.4]
60;Male;Alabama;No;Every 3 Months;['Pants'];[4.9]
60;Male;Alaska;No;Bi-Weekly;['Sweater'];[4.3]
60;Male;Alaska;No;Monthly;['Jacket'];[4.2]
60;Male;Arizona;No;Every 3 Months;['Backpack'];[2.9]
60;Male;Arkansas;No;Fortnightly;['Scarf'];[3.4]
60;Male;Arkansas;No;Weekly;['Backpack'];[4.5]
60;Male;California;No;Quarterly;['Socks'];[4.7]
60;Male;Colorado;No;Monthly;['Hat'];[3.7]
60;Male;Colorado;No;Quarterly;['Jacket'];[4.7]
60;Male;Colorado;Yes;Quarterly;['Jacket'];[3.5]
60;Male;Delaware;No;Every 3 Months;['Sneakers'];[4.2]
60;Male;Florida;No;Annually;['Jeans'];[3.3]
60;Male;Georgia;No;Quarterly;['Socks'];[4.2]
60;Male;Idaho;Yes;Monthly;['Scarf'];[3.5]
60;Male;Iowa;No;Quarterly;['Belt'];[3.8]
60;Male;Kansas;No;Quarterly;['Coat'];[3.7]
60;Male;Louisiana;Yes;Every 3 Months;['Hat'];[3.5]
60;Male;Maryland;No;Fortnightly;['Pants'];[3.1]
60;Male;Massachusetts;No;Bi-Weekly;['Dress'];[4.5]
60;Male;Massachusetts;Yes;Bi-Weekly;['Backpack'];[2.9]
60;Male;Michigan;No;Every 3 Months;['Pants'];[4.8]
60;Male;Mississippi;No;Bi-Weekly;['Blouse'];[3.3]
60;Male;Missouri;Yes;Monthly;['Scarf'];[4.7]
60;Male;Nebraska;Yes;Annually;['Shirt'];[4.9]
60;Male;New Hampshire;No;Every 3 Months;['Hoodie'];[4.8]
60;Male;New Hampshire;No;Fortnightly;['Sneakers'];[3.5]
60;Male;New Jersey;No;Quarterly;['Socks'];[3.6]
60;Male;North Dakota;Yes;Every 3 Months;['Boots'];[3.2]
60;Male;Ohio;No;Fortnightly;['Backpack'];[3.7]
60;Male;Oregon;No;Annually;['Sneakers'];[3.8]
60;Male;Oregon;No;Weekly;['Shorts'];[2.7]
60;Male;Pennsylvania;No;Bi-Weekly;['Socks'];[4.2]
60;Male;Rhode Island;No;Annually;['Shirt'];[4.7]
60;Male;South Carolina;No;Annually;['Shoes'];[3.3]
60;Male;South Dakota;No;Annually;['Shorts'];[2.7]
60;Male;Tennessee;No;Weekly;['Handbag'];[2.9]
60;Male;Utah;Yes;Annually;['Sweater', 'Dress'];[3.5, 4.6]
60;Male;Utah;Yes;Quarterly;['Shoes'];[4.7]
60;Male;Vermont;No;Every 3 Months;['Jewelry'];[4.4]
60;Male;Virginia;No;Quarterly;['Backpack'];[2.9]
60;Male;Virginia;Yes;Fortnightly;['Shoes'];[3.0]
60;Male;Washington;Yes;Annually;['Socks'];[2.7]
60;Male;Washington;Yes;Every 3 Months;['Shorts'];[3.6]
60;Male;Wisconsin;No;Bi-Weekly;['Sneakers'];[3.9]
60;Male;Wyoming;No;Every 3 Months;['Gloves'];[4.7]
61;Female;California;No;Weekly;['Skirt'];[4.5]
61;Female;Connecticut;No;Annually;['Pants'];[4.6]
61;Female;Delaware;No;Bi-Weekly;['Dress'];[3.6]
61;Female;Georgia;No;Bi-Weekly;['Pants'];[4.1]
61;Female;Georgia;No;Every 3 Months;['Scarf'];[4.5]
61;Female;Hawaii;No;Quarterly;['Sweater'];[4.2]
61;Female;Idaho;No;Monthly;['Blouse'];[4.9]
61;Female;Indiana;No;Quarterly;['Sandals', 'Sandals'];[3.8, 2.7]
61;Female;Indiana;No;Weekly;['Jewelry'];[3.3]
61;Female;Kentucky;No;Bi-Weekly;['Coat'];[3.7]
61;Female;Massachusetts;No;Monthly;['Handbag'];[4.8]
61;Female;Montana;No;Fortnightly;['Sunglasses'];[4.3]
61;Female;New Jersey;No;Fortnightly;['Boots'];[4.4]
61;Female;New Jersey;No;Quarterly;['Belt', 'Skirt'];[4.1, 4.1]
61;Female;Ohio;No;Every 3 Months;['Sandals'];[3.2]
61;Female;Pennsylvania;No;Weekly;['Gloves'];[2.8]
61;Female;Tennessee;No;Bi-Weekly;['Sunglasses'];[4.0]
61;Female;Tennessee;No;Weekly;['Handbag'];[5.0]
61;Female;Vermont;No;Bi-Weekly;['Pants'];[3.1]
61;Female;Vermont;No;Weekly;['T-shirt'];[2.8]
61;Female;Virginia;No;Quarterly;['Shorts'];[4.7]
61;Male;Alabama;No;Annually;['Handbag'];[4.4]
61;Male;Alabama;No;Monthly;['Shorts'];[2.9]
61;Male;Alabama;Yes;Quarterly;['Gloves'];[2.8]
61;Male;Arkansas;No;Annually;['Jewelry'];[3.7]
61;Male;Colorado;Yes;Weekly;['Sneakers'];[3.0]
61;Male;Delaware;No;Quarterly;['Dress'];[3.0]
61;Male;Delaware;Yes;Fortnightly;['Coat'];[4.5]
61;Male;Georgia;No;Annually;['Sandals'];[3.6]
61;Male;Georgia;Yes;Annually;['Blouse'];[2.8]
61;Male;Georgia;Yes;Quarterly;['Blouse'];[3.0]
61;Male;Hawaii;Yes;Annually;['Shirt'];[3.1]
61;Male;Idaho;Yes;Quarterly;['Skirt', 'Shoes'];[4.3, 4.4]
61;Male;Illinois;No;Bi-Weekly;['Scarf'];[4.3]
61;Male;Indiana;No;Monthly;['Shorts'];[2.9]
61;Male;Indiana;Yes;Bi-Weekly;['Jacket'];[4.0]
61;Male;Iowa;Yes;Weekly;['Coat'];[3.1]
61;Male;Kentucky;No;Quarterly;['Socks'];[3.5]
61;Male;Louisiana;No;Annually;['Shoes'];[3.4]
61;Male;Louisiana;Yes;Weekly;['Belt'];[2.7]
61;Male;Maine;Yes;Bi-Weekly;['T-shirt'];[4.3]
61;Male;Maine;Yes;Every 3 Months;['Sunglasses'];[3.5]
61;Male;Maryland;No;Annually;['Belt'];[3.2]
61;Male;Maryland;No;Every 3 Months;['Gloves'];[3.8]
61;Male;Maryland;No;Monthly;['Dress'];[4.9]
61;Male;Mississippi;No;Monthly;['Dress'];[2.9]
61;Male;Montana;Yes;Bi-Weekly;['Sunglasses'];[3.6]
61;Male;Nebraska;Yes;Annually;['Handbag'];[4.9]
61;Male;New Hampshire;No;Annually;['Scarf'];[3.8]
61;Male;New Hampshire;No;Quarterly;['Coat'];[2.9]
61;Male;New York;No;Quarterly;['Shorts'];[3.5]
61;Male;North Carolina;Yes;Monthly;['Sweater'];[2.9]
61;Male;North Dakota;Yes;Every 3 Months;['Boots'];[2.7]
61;Male;North Dakota;Yes;Quarterly;['Scarf'];[4.6]
61;Male;Ohio;No;Fortnightly;['Socks'];[2.9]
61;Male;Pennsylvania;No;Monthly;['Hat'];[2.6]
61;Male;Pennsylvania;Yes;Bi-Weekly;['Coat'];[2.6]
61;Male;Tennessee;No;Annually;['Hat'];[4.0]
61;Male;Texas;No;Fortnightly;['Jeans'];[4.4]
61;Male;Texas;Yes;Every 3 Months;['Jacket'];[4.4]
61;Male;Texas;Yes;Fortnightly;['Hat'];[3.1]
61;Male;Washington;Yes;Fortnightly;['Dress'];[3.6]
62;Female;Alabama;No;Annually;['Sandals'];[4.7]
62;Female;Alaska;No;Annually;['Socks'];[4.5]
62;Female;Alaska;No;Fortnightly;['Skirt'];[2.5]
62;Female;Arizona;No;Monthly;['Belt'];[3.3]
62;Female;Arkansas;No;Bi-Weekly;['Sandals'];[4.3]
62;Female;California;No;Every 3 Months;['Dress'];[3.0]
62;Female;Connecticut;No;Annually;['Coat'];[4.0]
62;Female;Delaware;No;Annually;['Sunglasses'];[4.0]
62;Female;Delaware;No;Quarterly;['Jeans', 'Sweater'];[4.6, 4.9]
62;Female;Idaho;No;Quarterly;['Pants'];[3.6]
62;Female;Idaho;No;Weekly;['Coat'];[4.2]
62;Female;Illinois;No;Quarterly;['Handbag'];[4.8]
62;Female;Louisiana;No;Fortnightly;['Belt'];[4.6]
62;Female;Louisiana;No;Quarterly;['Hat'];[2.9]
62;Female;Minnesota;No;Fortnightly;['Hat'];[3.4]
62;Female;Minnesota;No;Weekly;['Shoes'];[4.9]
62;Female;Mississippi;No;Every 3 Months;['Hoodie'];[4.7]
62;Female;Missouri;No;Fortnightly;['Handbag'];[4.9]
62;Female;Montana;No;Fortnightly;['Jewelry'];[4.1]
62;Female;Nevada;No;Annually;['Shoes'];[4.4]
62;Female;North Carolina;No;Monthly;['Shirt'];[3.1]
62;Female;North Dakota;No;Annually;['Blouse'];[4.9]
62;Female;Oklahoma;No;Bi-Weekly;['Shorts'];[2.7]
62;Female;Oklahoma;No;Weekly;['Sunglasses'];[3.4]
62;Female;Oregon;No;Quarterly;['Boots'];[3.6]
62;Female;Rhode Island;No;Every 3 Months;['Jewelry'];[2.8]
62;Female;South Carolina;No;Bi-Weekly;['Sweater'];[4.5]
62;Female;Texas;No;Annually;['Handbag'];[4.9]
62;Female;Vermont;No;Annually;['Jacket'];[3.0]
62;Female;Washington;No;Annually;['Hat'];[4.3]
62;Female;Washington;No;Quarterly;['Scarf'];[3.5]
62;Male;Alabama;No;Monthly;['Hoodie'];[3.3]
62;Male;Arkansas;No;Quarterly;['Dress', 'Coat'];[3.9, 3.4]
62;Male;Arkansas;No;Weekly;['Socks'];[3.7]
62;Male;Arkansas;Yes;Every 3 Months;['Sweater'];[4.8]
62;Male;Arkansas;Yes;Quarterly;['Sweater'];[2.6]
62;Male;California;No;Quarterly;['Pants'];[4.9]
62;Male;Connecticut;No;Bi-Weekly;['Blouse'];[3.5]
62;Male;Connecticut;No;Every 3 Months;['Handbag'];[4.0]
62;Male;Delaware;Yes;Monthly;['Hat'];[4.0]
62;Male;Georgia;Yes;Weekly;['Belt'];[3.3]
62;Male;Idaho;No;Annually;['Belt'];[4.5]
62;Male;Idaho;Yes;Monthly;['Jacket'];[3.4]
62;Male;Illinois;No;Weekly;['Shorts'];[3.7]
62;Male;Indiana;Yes;Bi-Weekly;['Skirt'];[3.2]
62;Male;Louisiana;No;Bi-Weekly;['Socks'];[4.7]
62;Male;Louisiana;Yes;Weekly;['Backpack'];[4.9]
62;Male;Maine;No;Every 3 Months;['Blouse'];[3.3]
62;Male;Maine;No;Quarterly;['Handbag'];[4.4]
62;Male;Mississippi;No;Quarterly;['Sunglasses'];[4.2]
62;Male;Montana;No;Annually;['Jeans'];[4.0]
62;Male;Montana;No;Fortnightly;['Shorts'];[4.6]
62;Male;Montana;Yes;Fortnightly;['Belt'];[4.8]
62;Male;New Jersey;No;Every 3 Months;['Coat'];[4.8]
62;Male;New Jersey;Yes;Bi-Weekly;['Scarf'];[2.8]
62;Male;New Jersey;Yes;Weekly;['Scarf'];[3.2]
62;Male;New Mexico;No;Weekly;['Coat'];[2.7]
62;Male;New Mexico;Yes;Bi-Weekly;['Hoodie'];[3.4]
62;Male;North Carolina;No;Quarterly;['Jacket'];[4.5]
62;Male;North Dakota;No;Monthly;['Sunglasses'];[3.1]
62;Male;North Dakota;Yes;Every 3 Months;['Shoes'];[3.0]
62;Male;Oklahoma;No;Monthly;['Hoodie'];[2.6]
62;Male;Oklahoma;Yes;Bi-Weekly;['Hoodie'];[4.2]
62;Male;Oregon;No;Fortnightly;['Boots'];[4.5]
62;Male;Oregon;No;Weekly;['Belt'];[3.9]
62;Male;Pennsylvania;Yes;Quarterly;['Boots'];[3.7]
62;Male;Rhode Island;Yes;Bi-Weekly;['Gloves'];[2.9]
62;Male;South Carolina;No;Weekly;['Shirt', 'Skirt'];[4.3, 3.1]
62;Male;South Dakota;No;Weekly;['Hoodie'];[3.4]
62;Male;South Dakota;Yes;Fortnightly;['Sunglasses'];[2.7]
62;Male;Utah;No;Every 3 Months;['Pants'];[3.7]
62;Male;Vermont;Yes;Bi-Weekly;['Hoodie'];[3.9]
62;Male;Virginia;Yes;Weekly;['Shorts'];[3.6]
62;Male;Washington;No;Every 3 Months;['Boots'];[4.1]
62;Male;West Virginia;No;Monthly;['Hoodie'];[4.1]
62;Male;West Virginia;Yes;Weekly;['Handbag'];[2.8]
62;Male;Wisconsin;No;Annually;['Hat', 'Sandals'];[3.0, 4.5]
62;Male;Wisconsin;No;Every 3 Months;['T-shirt'];[4.6]
62;Male;Wyoming;Yes;Quarterly;['Skirt'];[4.1]
63;Female;Arizona;No;Weekly;['Sweater'];[2.6]
63;Female;California;No;Annually;['Dress'];[4.3]
63;Female;Colorado;No;Fortnightly;['Jacket'];[3.6]
63;Female;Connecticut;No;Annually;['Jewelry', 'Blouse'];[2.6, 3.4]
63;Female;Kansas;No;Fortnightly;['Sandals'];[3.5]
63;Female;Kansas;No;Weekly;['Pants', 'Dress'];[3.2, 2.5]
63;Female;Louisiana;No;Annually;['Hoodie'];[3.3]
63;Female;Louisiana;No;Every 3 Months;['Sandals'];[4.7]
63;Female;Louisiana;No;Monthly;['Skirt'];[2.5]
63;Female;Louisiana;No;Weekly;['Hoodie'];[2.6]
63;Female;Michigan;No;Weekly;['Sandals'];[4.8]
63;Female;Missouri;No;Fortnightly;['Jacket'];[4.4]
63;Female;Nebraska;No;Monthly;['Sunglasses'];[3.4]
63;Female;New Hampshire;No;Annually;['Hat'];[3.3]
63;Female;New Jersey;No;Annually;['Coat'];[4.1]
63;Female;New York;No;Bi-Weekly;['Jeans'];[2.7]
63;Female;North Carolina;No;Fortnightly;['Sneakers'];[3.4]
63;Female;Oklahoma;No;Every 3 Months;['Jewelry'];[3.5]
63;Female;Oregon;No;Every 3 Months;['Skirt'];[2.9]
63;Female;Rhode Island;No;Annually;['Jewelry'];[3.2]
63;Female;South Carolina;No;Monthly;['Belt'];[4.1]
63;Female;Utah;No;Fortnightly;['Blouse'];[3.0]
63;Female;Virginia;No;Fortnightly;['Gloves'];[4.0]
63;Female;Washington;No;Annually;['T-shirt'];[2.9]
63;Female;West Virginia;No;Weekly;['Shoes'];[4.8]
63;Female;Wyoming;No;Monthly;['Sandals'];[4.6]
63;Male;Alabama;No;Monthly;['Jeans', 'Pants', 'Shoes'];[4.8, 3.4, 4.1]
63;Male;Alabama;Yes;Monthly;['Hat'];[4.7]
63;Male;Arizona;No;Bi-Weekly;['Jewelry'];[3.2]
63;Male;Colorado;Yes;Bi-Weekly;['Pants'];[4.4]
63;Male;Connecticut;Yes;Weekly;['Dress'];[3.0]
63;Male;Delaware;No;Fortnightly;['Blouse'];[2.6]
63;Male;Florida;No;Quarterly;['T-shirt'];[3.2]
63;Male;Florida;Yes;Quarterly;['Sunglasses'];[3.2]
63;Male;Georgia;Yes;Monthly;['Sneakers'];[4.2]
63;Male;Idaho;No;Bi-Weekly;['T-shirt'];[5.0]
63;Male;Idaho;Yes;Fortnightly;['Shoes'];[3.5]
63;Male;Indiana;No;Annually;['Jeans'];[4.1]
63;Male;Louisiana;No;Monthly;['Shirt'];[3.0]
63;Male;Louisiana;Yes;Bi-Weekly;['Sweater'];[4.8]
63;Male;Louisiana;Yes;Fortnightly;['T-shirt'];[4.5]
63;Male;Louisiana;Yes;Weekly;['Belt'];[4.6]
63;Male;Maine;Yes;Annually;['Gloves'];[4.8]
63;Male;Maine;Yes;Every 3 Months;['Scarf'];[4.1]
63;Male;Maine;Yes;Quarterly;['Socks'];[4.3]
63;Male;Maryland;No;Annually;['Hoodie'];[3.7]
