Customer ID;Age;Gender;Location;Subscription Status;Frequency of Purchases;Item Purchased;Category;Purchase Amount (USD);Size;Color;Season;Review Rating;Shipping Type;Discount Applied;Promo Code Used;Previous Purchases;Payment Method
3369;30;Female;Nebraska;No;Every 3 Months;Sandals;Footwear;25;M;Blue;Spring;4.8;Express;No;No;29;Bank Transfer
3370;47;Female;Maine;No;Monthly;Sweater;Clothing;51;M;Indigo;Winter;3.8;2-Day Shipping;No;No;42;Cash
3371;30;Female;Illinois;No;Fortnightly;Belt;Accessories;31;M;Charcoal;Summer;2.8;Store Pickup;No;No;46;Cash
3372;49;Female;Colorado;No;Annually;Hoodie;Clothing;99;S;Turquoise;Winter;4;Next Day Air;No;No;28;PayPal
3373;56;Female;Pennsylvania;No;Every 3 Months;Socks;Clothing;25;M;Maroon;Winter;4.6;Free Shipping;No;No;14;Credit Card
3374;70;Female;Minnesota;No;Every 3 Months;Sandals;Footwear;52;M;Purple;Spring;3.5;Store Pickup;No;No;12;Debit Card
3375;22;Female;Nevada;No;Annually;Blouse;Clothing;47;S;Lavender;Spring;3.7;2-Day Shipping;No;No;41;Debit Card
3376;51;Female;Connecticut;No;Annually;Boots;Footwear;98;XL;Yellow;Fall;4.9;Express;No;No;8;Credit Card
3377;22;Female;Ohio;No;Quarterly;Hat;Accessories;46;M;Green;Winter;4.1;Store Pickup;No;No;24;Cash
3378;37;Female;Kentucky;No;Fortnightly;Shirt;Clothing;32;M;Yellow;Winter;4.6;Next Day Air;No;No;18;PayPal
3379;49;Female;Minnesota;No;Quarterly;Shorts;Clothing;75;L;Gold;Fall;4.5;Next Day Air;No;No;6;Cash
3380;61;Female;Tennessee;No;Weekly;Handbag;Accessories;51;L;Turquoise;Summer;5;Store Pickup;No;No;40;Cash
3381;41;Female;North Dakota;No;Every 3 Months;Dress;Clothing;52;L;Blue;Summer;3.8;Standard;No;No;6;PayPal
3382;57;Female;Minnesota;No;Quarterly;Hat;Accessories;66;L;Turquoise;Winter;4.7;Standard;No;No;27;Credit Card
3383;34;Female;Nebraska;No;Weekly;Sweater;Clothing;35;M;Maroon;Spring;2.8;Express;No;No;2;Bank Transfer
3384;27;Female;Delaware;No;Bi-Weekly;Coat;Outerwear;43;M;Pink;Fall;2.6;Next Day Air;No;No;39;Venmo
3385;39;Female;Minnesota;No;Quarterly;Hoodie;Clothing;24;L;Maroon;Summer;3.8;Free Shipping;No;No;9;Venmo
3386;62;Female;Rhode Island;No;Every 3 Months;Jewelry;Accessories;83;M;Olive;Winter;2.8;Standard;No;No;16;Credit Card
3387;34;Female;Michigan;No;Quarterly;T-shirt;Clothing;62;M;Lavender;Fall;2.6;2-Day Shipping;No;No;36;Cash
3388;53;Female;New Jersey;No;Bi-Weekly;Pants;Clothing;78;S;Pink;Spring;3.4;2-Day Shipping;No;No;2;Credit Card
3389;35;Female;South Dakota;No;Weekly;Sweater;Clothing;61;M;Cyan;Spring;4.5;Store Pickup;No;No;21;Credit Card
3390;38;Female;North Carolina;No;Annually;Pants;Clothing;57;L;Maroon;Fall;3.8;Free Shipping;No;No;39;Venmo
3391;32;Female;Oregon;No;Annually;Socks;Clothing;70;S;Red;Summer;3;Next Day Air;No;No;38;PayPal
3392;47;Female;Montana;No;Every 3 Months;Hoodie;Clothing;57;M;Silver;Fall;3.7;2-Day Shipping;No;No;6;Debit Card
3393;53;Female;New Jersey;No;Bi-Weekly;Scarf;Accessories;74;XL;Blue;Winter;4.4;Free Shipping;No;No;6;Venmo
3394;60;Female;Arizona;No;Monthly;Dress;Clothing;90;M;Gold;Fall;3.1;Next Day Air;No;No;50;Debit Card
3395;31;Female;Vermont;No;Annually;Sandals;Footwear;98;S;Yellow;Spring;4.2;Store Pickup;No;No;9;PayPal
3396;44;Female;Colorado;No;Every 3 Months;Dress;Clothing;43;M;Silver;Winter;3.1;Free Shipping;No;No;15;Debit Card
3397;29;Female;Tennessee;No;Quarterly;Pants;Clothing;37;XL;Black;Winter;5;Next Day Air;No;No;5;PayPal
3398;19;Female;New Jersey;No;Bi-Weekly;Blouse;Clothing;38;L;Yellow;Summer;2.7;Standard;No;No;13;Bank Transfer
3399;54;Female;Montana;No;Fortnightly;Jeans;Clothing;60;L;Pink;Winter;3.8;Standard;No;No;44;Cash
3400;40;Female;Montana;No;Annually;Pants;Clothing;55;XL;Yellow;Winter;3.3;Standard;No;No;36;Debit Card
3401;39;Female;Nevada;No;Fortnightly;Sunglasses;Accessories;51;M;Lavender;Fall;4.8;Free Shipping;No;No;18;Venmo
3402;44;Female;Nevada;No;Weekly;Backpack;Accessories;71;L;Peach;Winter;3.4;Standard;No;No;39;Credit Card
3403;22;Female;Louisiana;No;Every 3 Months;Hoodie;Clothing;61;M;Black;Spring;4.4;2-Day Shipping;No;No;11;PayPal
3404;30;Female;Illinois;No;Bi-Weekly;Boots;Footwear;65;M;Olive;Summer;3.9;Standard;No;No;1;Cash
3405;69;Female;South Carolina;No;Annually;Gloves;Accessories;34;L;Olive;Fall;3.9;2-Day Shipping;No;No;34;Credit Card
3406;28;Female;Washington;No;Bi-Weekly;Blouse;Clothing;87;M;White;Summer;4.2;Store Pickup;No;No;47;Bank Transfer
3407;57;Female;Nebraska;No;Quarterly;Sweater;Clothing;79;M;Red;Spring;4;Store Pickup;No;No;24;Venmo
3408;46;Female;Alabama;No;Quarterly;Dress;Clothing;46;S;Purple;Spring;2.6;Store Pickup;No;No;20;Cash
3409;48;Female;Montana;No;Annually;Socks;Clothing;72;L;Purple;Summer;4.4;Standard;No;No;11;Bank Transfer
3410;24;Female;Minnesota;No;Every 3 Months;Shirt;Clothing;93;M;Teal;Summer;3.2;Next Day Air;No;No;3;Credit Card
3411;50;Female;Ohio;No;Bi-Weekly;Sandals;Footwear;76;L;Teal;Summer;4.3;Free Shipping;No;No;38;Bank Transfer
3412;29;Female;New York;No;Weekly;Shoes;Footwear;56;L;Gray;Winter;4.9;2-Day Shipping;No;No;45;Cash
3413;61;Female;Indiana;No;Quarterly;Sandals;Footwear;83;M;Magenta;Fall;3.8;Store Pickup;No;No;31;Venmo
3414;34;Female;Delaware;No;Bi-Weekly;Gloves;Accessories;90;XL;Black;Winter;2.5;Express;No;No;16;PayPal
3415;27;Female;Connecticut;No;Quarterly;Boots;Footwear;94;M;Maroon;Spring;4.9;Next Day Air;No;No;3;Bank Transfer
3416;38;Female;New York;No;Annually;Blouse;Clothing;68;M;Gold;Fall;3;2-Day Shipping;No;No;15;Bank Transfer
3417;25;Female;Alabama;No;Every 3 Months;Sandals;Footwear;53;M;Purple;Spring;3.2;Store Pickup;No;No;11;Bank Transfer
3418;54;Female;Massachusetts;No;Fortnightly;Coat;Outerwear;35;M;Blue;Summer;2.9;2-Day Shipping;No;No;22;Debit Card
3419;53;Female;South Carolina;No;Annually;Jacket;Outerwear;30;M;Beige;Summer;2.8;Free Shipping;No;No;35;Debit Card
3420;23;Female;West Virginia;No;Bi-Weekly;Jewelry;Accessories;26;L;Indigo;Winter;3.1;Store Pickup;No;No;5;Venmo
3421;19;Female;Kentucky;No;Bi-Weekly;Hat;Accessories;60;M;Purple;Winter;3.4;Express;No;No;35;PayPal
3422;57;Female;New Jersey;No;Weekly;Shoes;Footwear;30;M;Maroon;Summer;2.9;Free Shipping;No;No;27;PayPal
3423;19;Female;New York;No;Monthly;Coat;Outerwear;91;L;Beige;Winter;3.2;Next Day Air;No;No;9;Venmo
3424;33;Female;Massachusetts;No;Bi-Weekly;Boots;Footwear;71;M;Brown;Spring;3.8;Next Day Air;No;No;21;PayPal
3425;33;Female;Florida;No;Monthly;Scarf;Accessories;64;L;Green;Summer;3.6;2-Day Shipping;No;No;23;Credit Card
3426;38;Female;Michigan;No;Bi-Weekly;Hat;Accessories;54;M;Blue;Summer;4.3;Next Day Air;No;No;3;Debit Card
3427;47;Female;Oregon;No;Annually;Socks;Clothing;35;XL;Magenta;Fall;4.8;2-Day Shipping;No;No;31;Credit Card
3428;39;Female;Michigan;No;Annually;T-shirt;Clothing;38;XL;Turquoise;Winter;2.5;Store Pickup;No;No;44;Cash
3429;32;Female;Washington;No;Monthly;Jewelry;Accessories;69;M;Gray;Fall;2.5;Next Day Air;No;No;20;Venmo
3430;27;Female;Alaska;No;Weekly;Skirt;Clothing;96;S;Purple;Winter;4.6;Express;No;No;34;Debit Card
3431;67;Female;Montana;No;Every 3 Months;Socks;Clothing;73;M;Lavender;Winter;4.2;Next Day Air;No;No;17;Bank Transfer
3432;46;Female;New Mexico;No;Annually;Belt;Accessories;49;S;Green;Summer;4.2;Express;No;No;20;Venmo
3433;36;Female;Connecticut;No;Every 3 Months;Boots;Footwear;44;M;Gray;Summer;4.8;2-Day Shipping;No;No;46;PayPal
3434;62;Female;Alaska;No;Annually;Socks;Clothing;93;M;Yellow;Spring;4.5;Free Shipping;No;No;28;PayPal
3435;31;Female;Ohio;No;Fortnightly;Pants;Clothing;72;S;Orange;Summer;3.3;2-Day Shipping;No;No;6;Venmo
3436;68;Female;Montana;No;Bi-Weekly;Socks;Clothing;91;M;Beige;Summer;2.7;2-Day Shipping;No;No;50;Debit Card
3437;57;Female;Nebraska;No;Monthly;Belt;Accessories;83;L;Peach;Winter;2.8;2-Day Shipping;No;No;41;Bank Transfer
3438;22;Female;Oklahoma;No;Annually;Jacket;Outerwear;62;S;Green;Winter;3.5;2-Day Shipping;No;No;50;PayPal
3439;26;Female;Kentucky;No;Monthly;Shirt;Clothing;71;M;Violet;Fall;3;Store Pickup;No;No;33;Credit Card
3440;43;Female;Idaho;No;Quarterly;Gloves;Accessories;93;M;Gray;Summer;4.5;Express;No;No;25;Venmo
3441;45;Female;Maryland;No;Weekly;Handbag;Accessories;63;L;Magenta;Fall;4.3;2-Day Shipping;No;No;2;PayPal
3442;64;Female;Tennessee;No;Annually;Sweater;Clothing;96;XL;Charcoal;Fall;4.1;Standard;No;No;15;Credit Card
3443;28;Female;Michigan;No;Weekly;Skirt;Clothing;78;M;Violet;Spring;4.3;Next Day Air;No;No;12;PayPal
3444;47;Female;Tennessee;No;Bi-Weekly;Dress;Clothing;24;L;Silver;Summer;5;Free Shipping;No;No;28;Cash
3445;53;Female;Rhode Island;No;Bi-Weekly;Pants;Clothing;63;S;Green;Summer;3.8;2-Day Shipping;No;No;12;Bank Transfer
3446;42;Female;Florida;No;Annually;Hat;Accessories;58;M;Magenta;Fall;4.9;Standard;No;No;3;Debit Card
3447;51;Female;Louisiana;No;Weekly;Boots;Footwear;55;S;Purple;Spring;5;2-Day Shipping;No;No;20;Cash
3448;62;Female;Arkansas;No;Bi-Weekly;Sandals;Footwear;58;M;Blue;Fall;4.3;Express;No;No;3;Bank Transfer
3449;18;Female;Kentucky;No;Fortnightly;Coat;Outerwear;28;S;Yellow;Winter;4.1;Express;No;No;32;Bank Transfer
3450;48;Female;Kansas;No;Monthly;Blouse;Clothing;37;M;Brown;Spring;4.5;Standard;No;No;35;Cash
3451;20;Female;Vermont;No;Monthly;Shorts;Clothing;78;M;Pink;Spring;3.6;Store Pickup;No;No;31;PayPal
3452;32;Female;Nevada;No;Annually;Blouse;Clothing;73;XL;Silver;Fall;3;Free Shipping;No;No;13;Credit Card
3453;26;Female;Oklahoma;No;Fortnightly;Jacket;Outerwear;20;M;Indigo;Spring;3.7;Next Day Air;No;No;3;Venmo
3454;31;Female;Alabama;No;Bi-Weekly;Shirt;Clothing;60;L;Pink;Winter;4.3;Standard;No;No;48;Venmo
3455;55;Female;Louisiana;No;Bi-Weekly;Handbag;Accessories;71;S;Lavender;Fall;4.6;Store Pickup;No;No;15;PayPal
3456;49;Female;Ohio;No;Annually;T-shirt;Clothing;89;M;Orange;Fall;4.7;Standard;No;No;13;Venmo
3457;42;Female;Texas;No;Monthly;Hoodie;Clothing;53;M;Red;Fall;4.6;Express;No;No;21;Venmo
3458;64;Female;Maryland;No;Fortnightly;Jewelry;Accessories;87;M;Gray;Summer;3;Express;No;No;29;Cash
3459;68;Female;West Virginia;No;Quarterly;Jewelry;Accessories;37;L;Violet;Spring;3.4;Standard;No;No;24;Venmo
3460;68;Female;Ohio;No;Annually;Hoodie;Clothing;37;L;Green;Fall;3.8;Express;No;No;21;PayPal
3461;41;Female;Indiana;No;Bi-Weekly;Scarf;Accessories;78;M;Gold;Spring;3.1;Express;No;No;5;Bank Transfer
3462;51;Female;Wyoming;No;Quarterly;Shoes;Footwear;23;S;Maroon;Spring;4.4;Standard;No;No;47;Cash
3463;44;Female;Michigan;No;Every 3 Months;Jeans;Clothing;73;L;Olive;Spring;4.5;Standard;No;No;34;Credit Card
3464;27;Female;Maine;No;Fortnightly;Jewelry;Accessories;27;M;Yellow;Fall;2.8;2-Day Shipping;No;No;45;PayPal
3465;36;Female;Utah;No;Annually;Coat;Outerwear;59;S;Peach;Winter;2.7;Next Day Air;No;No;12;PayPal
3466;19;Female;Iowa;No;Weekly;Backpack;Accessories;53;M;Gold;Spring;3.4;Standard;No;No;31;Debit Card
3467;49;Female;Maryland;No;Annually;Socks;Clothing;42;S;Purple;Summer;4.6;Standard;No;No;43;Bank Transfer
3468;18;Female;Texas;No;Annually;Scarf;Accessories;45;M;Charcoal;Fall;5;Next Day Air;No;No;5;Credit Card
3469;36;Female;Ohio;No;Quarterly;Sunglasses;Accessories;89;S;Indigo;Winter;3.5;Standard;No;No;36;Debit Card
3470;36;Female;North Dakota;No;Annually;Socks;Clothing;85;L;Magenta;Fall;3.3;Store Pickup;No;No;12;Cash
3471;19;Female;West Virginia;No;Bi-Weekly;Coat;Outerwear;69;S;Olive;Summer;4.5;Free Shipping;No;No;31;Cash
3472;43;Female;North Carolina;No;Bi-Weekly;Sandals;Footwear;66;S;Blue;Spring;3.1;Store Pickup;No;No;31;Cash
3473;31;Female;Georgia;No;Weekly;Blouse;Clothing;42;S;White;Summer;4;Free Shipping;No;No;15;Debit Card
3474;63;Female;Kansas;No;Weekly;Dress;Clothing;40;M;Cyan;Spring;2.5;Express;No;No;11;Cash
3475;41;Female;Maine;No;Monthly;Pants;Clothing;82;M;Cyan;Winter;4.4;Store Pickup;No;No;18;Venmo
3476;48;Female;South Carolina;No;Quarterly;Sneakers;Footwear;88;M;Orange;Spring;4.4;Express;No;No;9;Cash
3477;68;Female;South Carolina;No;Weekly;Boots;Footwear;99;XL;Orange;Summer;3.2;Free Shipping;No;No;11;Cash
3478;53;Female;Kentucky;No;Bi-Weekly;Handbag;Accessories;85;S;Teal;Spring;3.8;Store Pickup;No;No;38;Debit Card
3479;36;Female;Arizona;No;Quarterly;Handbag;Accessories;57;M;Magenta;Fall;4.6;Store Pickup;No;No;42;PayPal
3480;46;Female;New York;No;Monthly;Sweater;Clothing;56;S;Orange;Summer;4.9;Standard;No;No;41;Cash
3481;21;Female;New Hampshire;No;Monthly;Sandals;Footwear;79;L;Peach;Winter;3.5;Free Shipping;No;No;45;PayPal
3482;52;Female;Ohio;No;Bi-Weekly;Socks;Clothing;67;S;Maroon;Summer;3.4;Store Pickup;No;No;41;Debit Card
3483;66;Female;Hawaii;No;Weekly;Gloves;Accessories;61;M;Gold;Winter;3.9;Next Day Air;No;No;35;Debit Card
3484;19;Female;Texas;No;Every 3 Months;Hoodie;Clothing;37;L;White;Winter;3.9;Express;No;No;21;Credit Card
3485;44;Female;Illinois;No;Bi-Weekly;Dress;Clothing;75;L;Gray;Fall;4.2;Free Shipping;No;No;13;Credit Card
3486;50;Female;Massachusetts;No;Fortnightly;Shirt;Clothing;21;XL;Brown;Winter;3.4;Standard;No;No;23;Debit Card
3487;51;Female;North Carolina;No;Weekly;Shorts;Clothing;89;L;Charcoal;Winter;4.9;Standard;No;No;6;PayPal
3488;25;Female;West Virginia;No;Annually;Sandals;Footwear;24;L;Beige;Fall;2.9;Store Pickup;No;No;39;Bank Transfer
3489;62;Female;Delaware;No;Quarterly;Sweater;Clothing;27;XL;Teal;Spring;4.9;Store Pickup;No;No;7;Cash
3490;48;Female;Idaho;No;Every 3 Months;Dress;Clothing;26;L;Black;Summer;4.6;2-Day Shipping;No;No;32;PayPal
3491;62;Female;Oregon;No;Quarterly;Boots;Footwear;82;M;Violet;Spring;3.6;Store Pickup;No;No;43;Credit Card
3492;22;Female;Maine;No;Monthly;Pants;Clothing;28;M;Orange;Winter;4.3;Express;No;No;15;Cash
3493;48;Female;South Dakota;No;Annually;Gloves;Accessories;65;M;Turquoise;Fall;4.6;Standard;No;No;48;Bank Transfer
3494;48;Female;New Mexico;No;Weekly;Pants;Clothing;82;XL;Black;Winter;4.7;Store Pickup;No;No;35;Credit Card
3495;62;Female;Washington;No;Quarterly;Scarf;Accessories;38;M;Silver;Winter;3.5;Free Shipping;No;No;41;PayPal
3496;24;Female;Georgia;No;Weekly;Shorts;Clothing;33;XL;Gray;Spring;2.8;Free Shipping;No;No;14;Cash
3497;39;Female;Idaho;No;Monthly;Shoes;Footwear;38;M;Pink;Summer;4;Free Shipping;No;No;22;PayPal
3498;35;Female;Colorado;No;Every 3 Months;Handbag;Accessories;48;M;Red;Spring;4.3;Store Pickup;No;No;16;Venmo
3499;47;Female;Kentucky;No;Bi-Weekly;Sandals;Footwear;35;M;Lavender;Summer;3.8;Standard;No;No;2;Bank Transfer
3500;22;Female;New Jersey;No;Every 3 Months;Socks;Clothing;29;L;Indigo;Fall;3;Next Day Air;No;No;13;PayPal
3501;38;Female;Oregon;No;Fortnightly;Shirt;Clothing;48;S;Silver;Fall;4.6;Next Day Air;No;No;38;Debit Card
3502;53;Female;Nebraska;No;Weekly;Shoes;Footwear;87;M;Silver;Fall;4.8;Standard;No;No;43;Bank Transfer
3503;31;Female;Massachusetts;No;Quarterly;Backpack;Accessories;62;M;Green;Fall;4.7;Next Day Air;No;No;26;Bank Transfer
3504;31;Female;Nebraska;No;Weekly;Shirt;Clothing;96;M;Pink;Spring;3.9;Free Shipping;No;No;39;Cash
3505;65;Female;Hawaii;No;Monthly;Handbag;Accessories;41;S;Violet;Fall;4;Next Day Air;No;No;50;Venmo
3506;48;Female;Indiana;No;Every 3 Months;Jewelry;Accessories;42;L;Red;Winter;3.7;2-Day Shipping;No;No;40;Bank Transfer
3507;18;Female;Illinois;No;Fortnightly;Shirt;Clothing;57;L;Olive;Winter;3.7;2-Day Shipping;No;No;12;Cash
3508;46;Female;Colorado;No;Every 3 Months;Handbag;Accessories;65;S;Purple;Spring;4.2;Store Pickup;No;No;33;Credit Card
3509;52;Female;Pennsylvania;No;Weekly;Pants;Clothing;54;M;Gray;Fall;4.7;Standard;No;No;49;Bank Transfer
3510;50;Female;Ohio;No;Bi-Weekly;T-shirt;Clothing;22;L;Brown;Winter;4.3;Next Day Air;No;No;43;Venmo
3511;49;Female;Pennsylvania;No;Monthly;Sneakers;Footwear;96;S;Orange;Fall;4.9;2-Day Shipping;No;No;14;Venmo
3512;69;Female;Mississippi;No;Every 3 Months;Jewelry;Accessories;81;M;Blue;Summer;3.9;2-Day Shipping;No;No;21;Credit Card
3513;36;Female;Kentucky;No;Quarterly;Shirt;Clothing;46;M;White;Fall;3.4;Free Shipping;No;No;31;Debit Card
3514;30;Female;Alaska;No;Fortnightly;Blouse;Clothing;74;XL;Charcoal;Spring;4.2;Store Pickup;No;No;29;Credit Card
3515;25;Female;Georgia;No;Monthly;Sneakers;Footwear;50;XL;Gray;Winter;4.7;Express;No;No;32;Cash
3516;19;Female;South Dakota;No;Bi-Weekly;Dress;Clothing;80;XL;Charcoal;Winter;4;Next Day Air;No;No;16;Debit Card
3517;34;Female;South Carolina;No;Bi-Weekly;Boots;Footwear;56;S;White;Summer;4;Free Shipping;No;No;38;PayPal
3518;29;Female;Tennessee;No;Every 3 Months;Skirt;Clothing;69;M;Orange;Winter;3.1;Next Day Air;No;No;34;Debit Card
3519;50;Female;Colorado;No;Quarterly;Shirt;Clothing;97;M;Black;Spring;4.2;Standard;No;No;30;PayPal
3520;31;Female;Wisconsin;No;Fortnightly;Shorts;Clothing;66;M;White;Winter;3.7;Next Day Air;No;No;14;Bank Transfer
3521;41;Female;Georgia;No;Monthly;Hat;Accessories;70;S;Brown;Spring;3.1;Express;No;No;33;Bank Transfer
3522;52;Female;Maryland;No;Weekly;Shoes;Footwear;50;M;Pink;Winter;3.7;Store Pickup;No;No;35;Venmo
3523;27;Female;New Jersey;No;Quarterly;Pants;Clothing;85;M;Yellow;Spring;3.2;Store Pickup;No;No;13;Cash
3524;49;Female;Nevada;No;Fortnightly;Backpack;Accessories;59;M;Cyan;Summer;2.8;Standard;No;No;30;Cash
3525;69;Female;Michigan;No;Monthly;Pants;Clothing;74;L;Silver;Summer;2.9;Free Shipping;No;No;30;Credit Card
3526;45;Female;Wyoming;No;Annually;Sunglasses;Accessories;38;L;Olive;Winter;3.5;Standard;No;No;47;Bank Transfer
3527;20;Female;Massachusetts;No;Every 3 Months;Sweater;Clothing;99;M;Olive;Spring;3.8;Express;No;No;1;PayPal
3528;25;Female;Washington;No;Weekly;Blouse;Clothing;97;S;Charcoal;Spring;4.7;Free Shipping;No;No;1;Cash
3529;38;Female;Maine;No;Annually;Scarf;Accessories;67;L;Gray;Summer;4.5;Free Shipping;No;No;33;PayPal
3530;55;Female;Montana;No;Weekly;T-shirt;Clothing;20;S;Maroon;Winter;3.9;Next Day Air;No;No;43;Bank Transfer
3531;62;Female;Oklahoma;No;Weekly;Sunglasses;Accessories;45;L;Black;Spring;3.4;Express;No;No;37;PayPal
3532;54;Female;North Dakota;No;Quarterly;Shoes;Footwear;52;XL;Violet;Winter;4.6;2-Day Shipping;No;No;23;Cash
3533;61;Female;Connecticut;No;Annually;Pants;Clothing;68;L;Indigo;Fall;4.6;Standard;No;No;12;Credit Card
3534;50;Female;Texas;No;Fortnightly;Sneakers;Footwear;98;L;Yellow;Fall;4.7;Standard;No;No;30;Venmo
3535;65;Female;Delaware;No;Weekly;Shoes;Footwear;83;M;Gray;Fall;3.2;Express;No;No;7;Cash
3536;68;Female;Mississippi;No;Monthly;Shorts;Clothing;51;M;Red;Summer;5;Express;No;No;20;Debit Card
3537;55;Female;Minnesota;No;Monthly;Handbag;Accessories;21;L;Peach;Spring;4.5;Express;No;No;10;Venmo
3538;57;Female;Georgia;No;Every 3 Months;Handbag;Accessories;92;M;Gray;Spring;3.5;Standard;No;No;40;Credit Card
3539;56;Female;Iowa;No;Monthly;Shoes;Footwear;63;S;White;Spring;4.5;Store Pickup;No;No;21;Venmo
3540;29;Female;New York;No;Bi-Weekly;Jewelry;Accessories;56;S;Green;Spring;3.2;Express;No;No;17;Credit Card
3541;24;Female;Nevada;No;Weekly;Shorts;Clothing;95;M;Magenta;Spring;4.6;Free Shipping;No;No;5;Bank Transfer
3542;59;Female;Virginia;No;Annually;Blouse;Clothing;66;M;Olive;Winter;4;Next Day Air;No;No;22;PayPal
3543;62;Female;Idaho;No;Weekly;Coat;Outerwear;28;S;Olive;Spring;4.2;Express;No;No;5;Venmo
3544;58;Female;Colorado;No;Every 3 Months;Hat;Accessories;83;M;Blue;Winter;4.1;Standard;No;No;18;PayPal
3545;64;Female;Wisconsin;No;Every 3 Months;Socks;Clothing;55;XL;Charcoal;Fall;3.6;2-Day Shipping;No;No;42;Cash
3546;48;Female;Connecticut;No;Annually;Sandals;Footwear;28;M;Yellow;Spring;3.7;2-Day Shipping;No;No;22;Debit Card
3547;60;Female;Kansas;No;Bi-Weekly;Scarf;Accessories;79;M;Violet;Summer;3.6;Free Shipping;No;No;37;Bank Transfer
3548;52;Female;Pennsylvania;No;Annually;Scarf;Accessories;31;L;Magenta;Summer;3.8;Standard;No;No;23;Credit Card
3549;63;Female;Utah;No;Fortnightly;Blouse;Clothing;37;M;Red;Fall;3;Standard;No;No;47;Debit Card
3550;44;Female;Oregon;No;Fortnightly;T-shirt;Clothing;34;M;Cyan;Summer;3.4;2-Day Shipping;No;No;11;Bank Transfer
3551;63;Female;West Virginia;No;Weekly;Shoes;Footwear;74;S;Orange;Winter;4.8;Standard;No;No;32;Cash
3552;66;Female;Montana;No;Weekly;Gloves;Accessories;31;L;Black;Spring;2.6;Store Pickup;No;No;20;Venmo
3553;22;Female;Kentucky;No;Quarterly;Sunglasses;Accessories;66;M;Blue;Winter;2.9;Next Day Air;No;No;3;PayPal
3554;62;Female;Minnesota;No;Weekly;Shoes;Footwear;99;M;Charcoal;Spring;4.9;Free Shipping;No;No;32;Bank Transfer
3555;39;Female;Louisiana;No;Fortnightly;Dress;Clothing;55;M;Indigo;Spring;5;Free Shipping;No;No;5;Credit Card
3556;25;Female;Delaware;No;Quarterly;Blouse;Clothing;23;L;Silver;Spring;4.6;Next Day Air;No;No;45;Cash
3557;70;Female;Arizona;No;Bi-Weekly;Sweater;Clothing;88;M;Brown;Fall;4.2;Express;No;No;43;Cash
3558;52;Female;Nevada;No;Every 3 Months;Jacket;Outerwear;26;M;Peach;Summer;4.9;Next Day Air;No;No;1;PayPal
3559;68;Female;Alaska;No;Quarterly;Backpack;Accessories;94;L;Magenta;Summer;4.8;Standard;No;No;9;Venmo
3560;18;Female;Utah;No;Every 3 Months;Shorts;Clothing;25;M;Beige;Fall;3;Next Day Air;No;No;13;Venmo
3561;18;Female;Kansas;No;Annually;Socks;Clothing;96;XL;Violet;Fall;3.5;Express;No;No;5;Credit Card
3562;63;Female;North Carolina;No;Fortnightly;Sneakers;Footwear;29;L;Black;Spring;3.4;Standard;No;No;39;Credit Card
3563;47;Female;Maryland;No;Weekly;Sneakers;Footwear;36;M;Cyan;Winter;3.4;Free Shipping;No;No;7;Bank Transfer
3564;43;Female;Maine;No;Every 3 Months;Blouse;Clothing;90;M;Green;Summer;4.9;Standard;No;No;8;Credit Card
3565;60;Female;Illinois;No;Annually;Gloves;Accessories;38;S;Brown;Summer;4.4;Free Shipping;No;No;40;Venmo
3566;49;Female;Pennsylvania;No;Monthly;Handbag;Accessories;52;S;Gray;Spring;4.2;Store Pickup;No;No;35;PayPal
3567;28;Female;Alaska;No;Monthly;Jeans;Clothing;88;S;Orange;Spring;3.1;Next Day Air;No;No;14;Venmo
3568;32;Female;New Mexico;No;Monthly;Scarf;Accessories;56;S;Silver;Summer;4;Next Day Air;No;No;26;Credit Card
3569;29;Female;Arkansas;No;Quarterly;Sandals;Footwear;71;M;Purple;Spring;4.8;Next Day Air;No;No;14;PayPal
3570;35;Female;Alaska;No;Fortnightly;Sandals;Footwear;94;M;Olive;Fall;3.3;Express;No;No;9;Bank Transfer
3571;23;Female;Louisiana;No;Annually;Dress;Clothing;97;XL;Teal;Winter;4.7;Standard;No;No;32;Debit Card
3572;70;Female;North Dakota;No;Every 3 Months;Skirt;Clothing;27;M;White;Summer;3.2;Standard;No;No;15;Bank Transfer
3573;23;Female;Rhode Island;No;Monthly;Shorts;Clothing;28;M;Black;Spring;5;Standard;No;No;25;Credit Card
3574;43;Female;Connecticut;No;Monthly;Jeans;Clothing;67;L;Maroon;Fall;4.9;Free Shipping;No;No;27;PayPal
3575;29;Female;New York;No;Quarterly;Socks;Clothing;70;M;Cyan;Fall;4.9;Express;No;No;39;Bank Transfer
3576;61;Female;Kentucky;No;Bi-Weekly;Coat;Outerwear;95;M;Violet;Fall;3.7;Express;No;No;49;Venmo
3577;29;Female;Maine;No;Bi-Weekly;Boots;Footwear;24;L;Yellow;Spring;3;Express;No;No;12;Venmo
3578;66;Female;Missouri;No;Weekly;Belt;Accessories;35;S;Yellow;Winter;2.6;Standard;No;No;13;Bank Transfer
3579;46;Female;Georgia;No;Quarterly;Shoes;Footwear;22;L;Olive;Winter;2.6;Standard;No;No;22;Bank Transfer
3580;34;Female;Arizona;No;Every 3 Months;Scarf;Accessories;66;L;Olive;Fall;4.8;Standard;No;No;19;Credit Card
3581;51;Female;New Hampshire;No;Bi-Weekly;Blouse;Clothing;83;M;Magenta;Summer;3.2;2-Day Shipping;No;No;3;Cash
